,brand,ram_gb,storage_gb,expandable_storage,battery_type,battery_mah,rear_camera_mp,front_camera_mp,rear_camera_count,rating,reviews,price,display_inch,processor_family,warranty_months
466,Gionee,3 GB RAM,32 GB ROM,Expandable Upto 256 GB,standard battery,3520.0,13,8.0,1,4.1,969.0,5499,5.71,,12.0
467,Gionee,3 GB RAM,32 GB ROM,Expandable Upto 256 GB,standard battery,3520.0,13,8.0,1,4.1,969.0,5499,5.71,,12.0
468,Honor,4 GB RAM,64 GB ROM,Expandable Upto 128 GB,standard battery,3340.0,18,13.0,2,4.3,10408.0,19999,5.9,Kirin,12.0
469,Asus,4 GB RAM,64 GB ROM,Expandable Upto 2 TB,standard battery,5000.0,18,8.0,2,4.3,37210.0,8999,5.99,Snapdragon,12.0
470,Itel,1 GB RAM,16 GB ROM,Expandable Upto 32 GB,standard battery,3020.0,5,2.0,1,4.5,3.0,3790,5.0,ARM,12.0
471,Itel,1 GB RAM,16 GB ROM,Expandable Upto 32 GB,standard battery,3020.0,5,2.0,1,4.5,3.0,3750,5.0,ARM,12.0
472,Itel,1 GB RAM,16 GB ROM,Expandable Upto 32 GB,standard battery,3020.0,5,2.0,1,4.5,3.0,3999,5.0,ARM,12.0
473,Karbonn,512 MB RAM,4 GB ROM,Expandable Upto 32 GB,li-ion battery,1300.0,2,,1,3.6,555.0,2741,3.5,Mediatek,12.0
474,Redmi,4 GB RAM,64 GB ROM,Expandable Upto 256 GB,standard battery,4000.0,53,13.0,2,4.4,33528.0,11999,6.3,Snapdragon,
475,Realme,6 GB RAM,64 GB ROM,Expandable Upto 256 GB,standard battery,4045.0,21,25.0,2,4.5,14473.0,15999,6.3,Snapdragon,
476,Realme,6 GB RAM,128 GB ROM,Expandable Upto 256 GB,standard battery,4045.0,21,25.0,2,4.5,14473.0,16999,6.3,Snapdragon,
477,Realme,6 GB RAM,128 GB ROM,Expandable Upto 256 GB,standard battery,4045.0,21,25.0,2,4.5,14473.0,16999,6.3,Snapdragon,
478,Samsung,6 GB RAM,64 GB ROM,Expandable Upto 400 GB,standard battery,3500.0,24,8.0,2,4.5,3625.0,30999,6.2,Exynos,12.0
479,Redmi,3 GB RAM,32 GB ROM,Expandable Upto 256 GB,li polymer battery,3080.0,17,16.0,2,4.5,7978.0,10285,5.99,Snapdragon,12.0
480,Mi,4 GB RAM,64 GB ROM,Expandable Upto 256 GB,standard battery,4030.0,58,32.0,3,4.3,2994.0,12999,6.088,Snapdragon,12.0
481,Samsung,6 GB RAM,64 GB ROM,Expandable Upto 512 GB,lithium-ion battery,4000.0,38,25.0,3,4.4,960.0,18999,6.4,Exynos,
482,Kenxinda,1 GB RAM,8 GB ROM,Expandable Upto 128 GB,standard battery,4000.0,5,,1,3.4,34.0,3199,5.0,ARM,12.0
483,OPPO,8 GB RAM,128 GB ROM,,standard battery,3700.0,32,25.0,2,4.1,76.0,31590,6.4,Other,12.0
484,OPPO,8 GB RAM,128 GB ROM,,standard battery,3700.0,32,25.0,2,4.1,76.0,31590,6.4,Other,12.0
485,Samsung,2 GB RAM,32 GB ROM,Expandable Upto 512 GB,lithium-ion battery,4000.0,15,8.0,2,4.3,165.0,8980,6.2,Mediatek,12.0
486,Nokia,3 GB RAM,32 GB ROM,,standard battery,3500.0,13,,1,4.2,457.0,7088,6.0,Mediatek,12.0
487,Tecno,3 GB RAM,32 GB ROM,Expandable Upto 128 GB,standard battery,3050.0,16,8.0,2,4.1,96.0,6399,5.5,,12.0
488,POCO,6 GB RAM,128 GB ROM,Expandable Upto 256 GB,li-polymer battery,4000.0,17,20.0,2,4.5,29900.0,18999,6.18,Snapdragon,12.0
489,Gionee,3 GB RAM,32 GB ROM,Expandable Upto 128 GB,li-polymer battery,3100.0,13,5.0,1,3.9,1158.0,5999,5.5,Mediatek,12.0
490,Coolpad,2 GB RAM,16 GB ROM,,standard battery,2500.0,5,,1,3.5,6.0,5450,5.45,,12.0
491,Samsung,6 GB RAM,128 GB ROM,Expandable Upto 512 GB,lithium-ion battery,4000.0,70,32.0,4,4.4,565.0,23999,6.4,Exynos,12.0
492,Gionee,2 GB RAM,16 GB ROM,Expandable Upto 256 GB,lithium-polymer battery,2670.0,8,5.0,1,4.0,489.0,3999,5.45,Mediatek,12.0
493,Gionee,2 GB RAM,16 GB ROM,Expandable Upto 256 GB,lithium-polymer battery,2670.0,8,5.0,1,4.0,489.0,3999,5.45,Mediatek,12.0
494,Google,4 GB RAM,64 GB ROM,,standard battery,3000.0,14,8.0,1,4.5,934.0,30999,5.6,Snapdragon,
495,OPPO,6 GB RAM,128 GB ROM,Expandable Upto 256 GB,standard battery,4020.0,53,16.0,2,4.4,341.0,15990,6.53,Mediatek,12.0
496,Nokia,4 GB RAM,64 GB ROM,,standard battery,3500.0,29,8.0,3,4.2,30.0,13390,6.3,,12.0
497,Lava,1 GB RAM,16 GB ROM,Expandable Upto 128 GB,li-ion battery,2500.0,5,2.0,1,4.0,14.0,3690,5.0,Unisoc,12.0
498,Alcatel,1 GB RAM,8 GB ROM,,standard battery,2000.0,8,,1,3.2,3.0,4999,5.0,,18.0
499,Alcatel,1 GB RAM,8 GB ROM,,standard battery,2000.0,8,,1,3.2,3.0,4999,5.0,,18.0
500,Realme,8 GB RAM,128 GB ROM,Expandable Upto 256 GB,li-ion battery,3500.0,18,16.0,2,4.5,4727.0,15490,6.3,Snapdragon,12.0
501,Redmi,3 GB RAM,32 GB ROM,Expandable Upto 256 GB,li polymer battery,3080.0,17,16.0,2,4.5,7978.0,10390,5.99,Snapdragon,12.0
502,Samsung,12 GB RAM,256 GB ROM,Expandable Upto 1 TB,lithium-ion battery,4500.0,132,10.0,3,,,104999,6.9,Exynos,12.0
503,Samsung,8 GB RAM,256 GB ROM,,lithium-ion battery,4300.0,88,10.0,3,,,77999,6.7,Exynos,12.0
504,Mi,6 GB RAM,128 GB ROM,Expandable Upto 256 GB,standard battery,4030.0,58,32.0,3,4.2,1136.0,14999,6.08,Snapdragon,12.0
505,LG,6 GB RAM,128 GB ROM,Expandable Upto 2 TB,li-ion battery,3000.0,32,8.0,2,4.4,878.0,20999,6.1,Snapdragon,12.0
506,Redmi,4 GB RAM,64 GB ROM,,standard battery,4000.0,56,13.0,2,4.4,1243.0,14499,6.3,,12.0
507,Asus,3 GB RAM,32 GB ROM,Expandable Upto 2 TB,standard battery,5000.0,18,8.0,2,4.3,36248.0,7999,5.99,Snapdragon,12.0
508,Micromax,2 GB RAM,16 GB ROM,Expandable Upto 64 GB,standard battery,4000.0,13,8.0,1,3.9,12.0,7980,5.7,Mediatek,12.0
509,Celkon,3 GB RAM,32 GB ROM,Expandable Upto 128 GB,standard battery,3000.0,16,8.0,1,3.2,3.0,6789,5.0,ARM,12.0
510,Samsung,8 GB RAM,128 GB ROM,Expandable Upto 512 GB,lithium ion battery,4500.0,77,32.0,3,4.3,102.0,28000,6.7,Other,12.0
511,Asus,3 GB RAM,32 GB ROM,Expandable Upto 2 TB,standard battery,3000.0,13,13.0,1,4.1,4139.0,10999,5.5,Snapdragon,12.0
512,VOTO,2 GB RAM,16 GB ROM,,li-ion battery,3000.0,13,5.0,1,3.5,16.0,3690,5.0,Spreadtrum,12.0
513,Nokia,2 GB RAM,16 GB ROM,Expandable Upto 128 GB,standard battery,3000.0,13,8.0,1,4.0,167.0,6999,5.2,Snapdragon,12.0
514,Redmi,3 GB RAM,32 GB ROM,Expandable Upto 256 GB,standard battery,4000.0,17,5.0,2,4.3,796.0,11350,5.84,Snapdragon,12.0
515,Redmi,3 GB RAM,32 GB ROM,Expandable Upto 256 GB,standard battery,4000.0,17,5.0,2,4.3,796.0,8190,5.84,Snapdragon,12.0
516,Micromax,3 GB RAM,32 GB ROM,,polymer battery,2900.0,13,16.0,1,4.1,2097.0,8299,5.7,Snapdragon,12.0
517,OnePlus,8 GB RAM,128 GB ROM,,standard battery,4300.0,66,16.0,3,4.6,19.0,44999,6.55,Snapdragon,12.0
518,OPPO,8 GB RAM,256 GB ROM,,li-polymer battery,3730.0,36,25.0,2,4.6,82.0,60990,6.4,Snapdragon,12.0
519,OPPO,8 GB RAM,256 GB ROM,,li-polymer battery,3730.0,36,25.0,2,4.6,82.0,60990,6.4,Snapdragon,12.0
520,OPPO,8 GB RAM,256 GB ROM,Expandable Upto 256 GB,standard battery,4000.0,60,16.0,4,4.5,521.0,27490,6.5,Mediatek,
521,Redmi,6 GB RAM,128 GB ROM,,li-polymer battery,4000.0,69,20.0,3,4.5,5085.0,21999,6.39,Snapdragon,12.0
522,Samsung,4 GB RAM,128 GB ROM,,li-ion battery,4000.0,61,32.0,3,4.3,779.0,18570,6.4,Exynos,12.0
523,Nokia,4 GB RAM,64 GB ROM,Expandable Upto 400 GB,standard battery,3060.0,21,16.0,2,4.3,26274.0,9499,5.8,Snapdragon,12.0
524,Karbonn,2 GB RAM,16 GB ROM,,standard battery,2500.0,8,,1,3.7,145.0,3999,5.45,,12.0
525,Samsung,6 GB RAM,128 GB ROM,Expandable Upto 512 GB,lithium ion battery,4500.0,77,32.0,3,4.2,140.0,26990,6.7,Other,12.0
526,Gionee,4 GB RAM,32 GB ROM,Expandable Upto 256 GB,lithium-polymer battery,3030.0,15,16.0,2,4.0,551.0,10990,5.7,Snapdragon,12.0
527,ITEL,2 GB RAM,32 GB ROM,,standard battery,2400.0,8,,1,4.1,46.0,4699,5.45,,12.0
528,Mobiistar,3 GB RAM,32 GB ROM,,standard battery,3000.0,13,13.0,1,3.7,37.0,5554,5.7,,12.0
529,Vivo,4 GB RAM,64 GB ROM,Expandable Upto 256 GB,li-ion battery,3225.0,16,24.0,1,4.4,2706.0,13990,5.99,Snapdragon,12.0
530,Asus,3 GB RAM,32 GB ROM,Expandable Upto 256 GB,standard battery,4000.0,13,8.0,1,4.1,17701.0,6499,5.45,Snapdragon,12.0
531,Samsung,3 GB RAM,32 GB ROM,Expandable Upto 512 GB,lithium ion battery,4000.0,26,8.0,3,4.3,70.0,12900,6.5,Other,12.0
532,Samsung,6 GB RAM,128 GB ROM,Expandable Upto 512 GB,lithium-ion battery,3100.0,28,10.0,2,4.5,95.0,59000,5.8,Exynos,12.0
533,Meizu,3 GB RAM,32 GB ROM,Expandable Upto 128 GB,standard battery,3000.0,13,5.0,1,4.1,198.0,6990,5.45,Other,12.0
534,Samsung,8 GB RAM,128 GB ROM,Expandable Upto 512 GB,lithium-ion battery,3400.0,28,10.0,2,4.6,175.0,57800,6.1,Exynos,12.0
535,Samsung,8 GB RAM,128 GB ROM,Expandable Upto 512 GB,lithium-ion battery,4100.0,28,10.0,2,4.6,126.0,65200,6.4,Exynos,12.0
536,Coolpad,1 GB RAM,16 GB ROM,Expandable Upto 32 GB,standard battery,2000.0,5,2.0,1,3.7,71.0,2850,5.0,Other,12.0
537,Redmi,6 GB RAM,64 GB ROM,Expandable Upto 256 GB,li-polymer battery,4000.0,53,13.0,2,4.4,25217.0,12999,6.3,Snapdragon,
538,Mi,6 GB RAM,128 GB ROM,,standard battery,3010.0,32,20.0,2,4.1,250.0,16899,5.99,Snapdragon,12.0
539,Lenovo,3 GB RAM,32 GB ROM,,li-ion battery,3500.0,13,8.0,1,3.9,972.0,8250,5.0,Snapdragon,12.0
540,Vivo,6 GB RAM,128 GB ROM,Expandable Upto 256 GB,li-ion battery,3700.0,73,32.0,2,4.5,2800.0,21099,6.39,Snapdragon,
541,Redmi,6 GB RAM,64 GB ROM,,li-polymer battery,4000.0,69,20.0,3,4.5,5085.0,21999,6.39,Snapdragon,12.0
542,Honor,6 GB RAM,64 GB ROM,Expandable Upto 512 GB,lithium polymer battery,3400.0,15,24.0,2,4.4,1323.0,12199,6.21,Kirin,12.0
543,Realme,3 GB RAM,64 GB ROM,Expandable Upto 256 GB,standard battery,4230.0,15,13.0,2,4.4,43549.0,9499,6.22,Mediatek,12.0
544,Samsung,8 GB RAM,128 GB ROM,Expandable Upto 1 TB,lithium-ion battery,4500.0,88,10.0,3,4.5,50.0,77999,6.7,Exynos,12.0
545,Asus,3 GB RAM,32 GB ROM,Expandable Upto 2 TB,standard battery,4000.0,15,8.0,2,4.3,12649.0,7999,6.26,Snapdragon,12.0
546,Honor,3 GB RAM,32 GB ROM,Expandable Upto 256 GB,standard battery,3000.0,15,13.0,2,4.3,66369.0,13999,5.65,Kirin,12.0
547,Honor,3 GB RAM,32 GB ROM,Expandable Upto 256 GB,standard battery,3000.0,15,13.0,2,4.3,66369.0,13999,5.65,Kirin,12.0
548,Honor,4 GB RAM,64 GB ROM,Expandable Upto 256 GB,standard battery,3000.0,15,13.0,2,4.3,12119.0,16999,5.65,Kirin,12.0
549,Honor,3 GB RAM,32 GB ROM,Expandable Upto 256 GB,standard battery,3000.0,15,13.0,2,4.3,66369.0,13999,5.65,Kirin,12.0
550,Nokia,2 GB RAM,16 GB ROM,Expandable Upto 128 GB,standard battery,3000.0,13,8.0,1,4.0,167.0,6490,5.2,Snapdragon,12.0
551,Nokia,2 GB RAM,16 GB ROM,Expandable Upto 128 GB,standard battery,3000.0,13,8.0,1,4.0,167.0,6490,5.2,Snapdragon,12.0
552,Karbonn,32 MB RAM,32 MB ROM,Expandable Upto 32 GB,standard battery,1800.0,3,,1,3.8,132.0,1298,2.4,,12.0
553,Karbonn,32 MB RAM,32 MB ROM,Expandable Upto 32 GB,standard battery,1800.0,3,,1,3.8,132.0,887,2.4,,12.0
554,Redmi,4 GB RAM,64 GB ROM,Expandable Upto 128 GB,li polymer battery,4000.0,12,5.0,1,4.4,39973.0,9499,5.99,Snapdragon,12.0
555,Realme,4 GB RAM,64 GB ROM,Expandable Upto 256 GB,standard battery,4230.0,15,13.0,2,4.4,6417.0,10499,6.22,Mediatek,
556,Vivo,8 GB RAM,128 GB ROM,,li-ion battery,4100.0,71,32.0,4,4.5,598.0,29499,6.44,Snapdragon,12.0
557,Asus,6 GB RAM,64 GB ROM,Expandable Upto 2 TB,standard battery,5000.0,21,16.0,2,4.3,26353.0,11999,5.99,Snapdragon,12.0
558,Intex,1 GB RAM,8 GB ROM,Expandable Upto 128 GB,standard battery,3000.0,5,5.0,1,3.7,71.0,3999,5.34,,12.0
559,Intex,1 GB RAM,8 GB ROM,,standard battery,3000.0,5,,1,3.7,71.0,3999,5.34,,12.0
560,Samsung,8 GB RAM,128 GB ROM,Expandable Upto 1 TB,lithium-ion battery,4500.0,36,32.0,3,4.4,141.0,39999,6.7,Exynos,12.0
561,Gionee,4 GB RAM,64 GB ROM,Expandable Upto 256 GB,li-ion polymer battery,4010.0,13,16.0,1,4.0,1028.0,21499,5.5,Mediatek,12.0
562,Nokia,4 GB RAM,64 GB ROM,,standard battery,3500.0,29,8.0,3,4.2,30.0,12849,6.3,,12.0
563,Alcatel,3 GB RAM,32 GB ROM,Expandable Upto 128 GB,standard battery,3000.0,21,8.0,2,3.6,357.0,5999,6.0,Other,12.0
564,POCO,8 GB RAM,256 GB ROM,Expandable Upto 512 GB,lithium-ion polymer battery,4500.0,76,20.0,4,4.5,5322.0,21499,6.67,Snapdragon,12.0
565,Samsung,4 GB RAM,64 GB ROM,Expandable Upto 512 GB,lithium ion battery,4000.0,26,8.0,3,4.3,80.0,14900,6.5,Other,12.0
566,Tecno,3 GB RAM,32 GB ROM,Expandable Upto 128 GB,standard battery,3750.0,26,16.0,2,4.3,8.0,7150,6.2,Other,12.0
567,Infinix,3 GB RAM,32 GB ROM,Expandable Upto 128 GB,li-ion polymer battery,3050.0,13,8.0,1,4.0,4013.0,7999,5.45,Mediatek,12.0
568,Honor,6 GB RAM,256 GB ROM,Expandable Upto 512 GB,li-polymer battery,4000.0,58,16.0,3,3.9,884.0,17999,6.59,Kirin,12.0
569,OPPO,2 GB RAM,32 GB ROM,Expandable Upto 256 GB,li-polymer battery,4000.0,8,5.0,1,4.3,576.0,7490,6.1,Other,12.0
570,Samsung,3 GB RAM,32 GB ROM,,standard battery,5000.0,13,,1,4.3,53.0,10399,6.4,,12.0
571,Mobiistar,2 GB RAM,16 GB ROM,Expandable Upto 128 GB,standard battery,3000.0,5,,1,4.0,141.0,3990,5.34,Mediatek,12.0
572,Samsung,4 GB RAM,128 GB ROM,,li-ion battery,4000.0,61,32.0,3,4.3,779.0,18570,6.4,Exynos,12.0
573,Vivo,8 GB RAM,128 GB ROM,Expandable Upto 256 GB,standard battery,4500.0,48,,1,4.5,680.0,23990,6.44,Snapdragon,12.0
574,Panasonic,2 GB RAM,16 GB ROM,Expandable Upto 128 GB,lithium-ion battery,2500.0,8,5.0,1,4.0,920.0,4990,5.45,Other,12.0
575,Google,4 GB RAM,64 GB ROM,,standard battery,3000.0,14,8.0,1,4.5,934.0,30999,5.6,Snapdragon,
576,Samsung,4 GB RAM,128 GB ROM,,li-ion battery,4000.0,38,16.0,3,4.3,298.0,19900,6.4,Exynos,12.0
577,Tecno,2 GB RAM,16 GB ROM,,standard battery,3050.0,13,,1,4.1,23.0,4970,5.45,,12.0
578,Forme,3 GB RAM,16 GB ROM,Expandable Upto 64 GB,standard battery,2500.0,13,,1,3.6,34.0,5999,5.5,Mediatek,12.0
579,Infinix,3 GB RAM,32 GB ROM,Expandable Upto 128 GB,li-ion polymer battery,4000.0,15,16.0,2,4.2,2590.0,10999,6.2,Snapdragon,12.0
580,Infinix,3 GB RAM,32 GB ROM,Expandable Upto 128 GB,li-ion polymer battery,4000.0,15,16.0,2,4.2,2590.0,10999,6.2,Snapdragon,12.0
581,Infinix,3 GB RAM,32 GB ROM,Expandable Upto 128 GB,li-ion polymer battery,4000.0,15,16.0,2,4.2,2590.0,10999,6.2,Snapdragon,12.0
582,Blackbear,2 GB RAM,16 GB ROM,Expandable Upto 64 GB,standard battery,2500.0,8,5.0,1,2.7,0.0,4999,5.5,Other,12.0
583,Nokia,3 GB RAM,32 GB ROM,Expandable Upto 400 GB,standard battery,3000.0,15,8.0,2,4.1,152.0,12990,5.71,Snapdragon,12.0
584,Lava,512 MB RAM,8 GB ROM,,li-ion battery,1750.0,5,0.0,1,3.5,107.0,2499,4.5,,12.0
585,OPPO,8 GB RAM,256 GB ROM,Expandable Upto 256 GB,standard battery,4000.0,71,16.0,4,4.5,176.0,38990,6.5,Snapdragon,
586,Redmi,4 GB RAM,64 GB ROM,Expandable Upto 256 GB,li polymer battery,3080.0,17,16.0,2,4.4,1867.0,8499,5.99,Snapdragon,12.0
587,OPPO,3 GB RAM,32 GB ROM,Expandable Upto 256 GB,standard battery,4230.0,15,8.0,2,4.3,1991.0,8990,6.2,Snapdragon,12.0
588,Asus,3 GB RAM,32 GB ROM,Expandable Upto 2 TB,standard battery,4000.0,15,8.0,2,4.3,12649.0,7999,6.26,Snapdragon,12.0
589,LG,3 GB RAM,32 GB ROM,Expandable Upto 512 GB,standard battery,3000.0,13,5.0,1,3.3,2.0,9990,5.5,,12.0
590,Tecno,3 GB RAM,32 GB ROM,Expandable Upto 128 GB,standard battery,3750.0,15,16.0,2,4.3,8.0,7250,6.2,,1.0
591,Redmi,3 GB RAM,32 GB ROM,Expandable Upto 128 GB,li polymer battery,4000.0,12,5.0,1,4.4,43588.0,8799,5.99,Snapdragon,12.0
592,Gionee,3 GB RAM,64 GB ROM,Expandable Upto 128 GB,li-ion polymer battery,5020.0,13,5.0,1,4.1,27.0,26999,6.0,Mediatek,12.0
593,Samsung,6 GB RAM,128 GB ROM,Expandable Upto 512 GB,lithium-ion battery,3800.0,47,24.0,4,4.4,70.0,36000,6.3,Snapdragon,12.0
594,Redmi,2 GB RAM,32 GB ROM,Expandable Upto 512 GB,standard battery,5000.0,12,8.0,1,4.4,10773.0,6999,6.22,Snapdragon,12.0
595,Infinix,3 GB RAM,32 GB ROM,Expandable Upto 256 GB,standard battery,4000.0,23,32.0,3,4.2,3923.0,9599,6.21,Mediatek,12.0
596,Nokia,2 GB RAM,16 GB ROM,Expandable Upto 128,standard battery,2630.0,8,8.0,1,3.9,1301.0,5290,5.0,Mediatek,12.0
597,Realme,4 GB RAM,64 GB ROM,Expandable Upto 256 GB,standard battery,4230.0,15,13.0,2,4.4,16477.0,10499,6.22,Mediatek,
598,Realme,3 GB RAM,32 GB ROM,Expandable Upto 256 GB,standard battery,4230.0,15,13.0,2,4.4,43549.0,8499,6.22,Mediatek,
599,Realme,3 GB RAM,32 GB ROM,Expandable Upto 256 GB,standard battery,4230.0,15,13.0,2,4.4,43549.0,8499,6.22,Mediatek,
600,Samsung,8 GB RAM,128 GB ROM,Expandable Upto 1 TB,lithium-ion battery,4500.0,88,10.0,3,4.5,50.0,77899,6.7,Exynos,12.0
601,Tecno,2 GB RAM,32 GB ROM,Expandable Upto 128 GB,li-ion battery,4000.0,8,8.0,1,4.2,33.0,5999,6.52,Mediatek,
602,Lenovo,4 GB RAM,64 GB ROM,,li-ion battery,3500.0,13,8.0,1,3.8,961.0,9899,5.0,Snapdragon,12.0
603,Meizu,3 GB RAM,32 GB ROM,Expandable Upto 128 GB,standard battery,3000.0,13,8.0,1,4.1,198.0,6990,5.45,Other,12.0
604,Realme,8 GB RAM,128 GB ROM,Expandable Upto 256 GB,standard battery,4300.0,86,16.0,4,4.4,2036.0,19999,6.6,Snapdragon,
605,Gionee,2 GB RAM,16 GB ROM,Expandable Upto 256 GB,li-ion polymer battery,3000.0,13,5.0,1,4.1,1074.0,4499,5.45,Other,12.0
606,Samsung,8 GB RAM,128 GB ROM,Expandable Upto 512 GB,lithium-ion battery,4500.0,86,32.0,4,4.4,206.0,30999,6.7,Other,12.0
607,OPPO,8 GB RAM,256 GB ROM,Expandable Upto 256 GB,standard battery,4000.0,71,16.0,4,4.5,176.0,38990,6.5,Snapdragon,
608,Redmi,4 GB RAM,64 GB ROM,Expandable Upto 256 GB,standard battery,4000.0,53,13.0,2,4.4,33528.0,11999,6.3,Snapdragon,
609,OPPO,4 GB RAM,64 GB ROM,Expandable Upto 256 GB,standard battery,4230.0,15,8.0,2,4.3,1342.0,10599,6.2,Snapdragon,12.0
610,Asus,2 GB RAM,16 GB ROM,Expandable Upto 128 GB,li-polymer battery,2070.0,13,5.0,1,4.1,391.0,5990,5.0,Snapdragon,12.0
611,Panasonic,3 GB RAM,32 GB ROM,Expandable Upto 128 GB,standard battery,2450.0,8,5.0,1,3.8,78.0,6340,5.0,,12.0
612,Karbonn,512 MB RAM,4 GB ROM,Expandable Upto 32 GB,li-ion battery,1300.0,2,,1,3.6,555.0,3290,3.5,Mediatek,12.0
613,Yu,3 GB RAM,16 GB ROM,Expandable Upto 64 GB,lithium ion battery,2500.0,13,5.0,1,3.8,900.0,6699,5.0,Mediatek,12.0
614,Lava,2 GB RAM,16 GB ROM,Expandable Upto 256 GB,standard battery,3380.0,8,5.0,1,4.2,44.0,5549,6.0,Mediatek,12.0
615,Samsung,4 GB RAM,64 GB ROM,Expandable Upto 512 GB,lithium ion battery,4000.0,26,8.0,3,4.3,80.0,14900,6.5,Other,12.0
616,Redmi,2 GB RAM,16 GB ROM,Expandable Upto 128 GB,li-polymer battery,3000.0,13,5.0,1,4.5,153238.0,5999,5.0,Snapdragon,12.0
617,Realme,6 GB RAM,128 GB ROM,Expandable Upto 256 GB,standard battery,4045.0,21,25.0,2,4.5,14473.0,16999,6.3,Snapdragon,
618,Samsung,2 GB RAM,16 GB ROM,,standard battery,2600.0,8,5.0,1,4.2,26.0,6990,5.0,,12.0
619,Micromax,1 GB RAM,8 GB ROM,Expandable Upto 32 GB,li-ion battery,2000.0,5,5.0,1,3.9,17.0,3666,4.5,Other,12.0
620,Moto,2 GB RAM,16 GB ROM,,li-ion battery,2300.0,13,2.0,1,4.2,1194.0,23999,5.2,Snapdragon,12.0
621,Moto,2 GB RAM,32 GB ROM,,li-ion battery,2300.0,13,2.0,1,4.2,1194.0,24999,5.2,Snapdragon,12.0
622,Tecno,2 GB RAM,32 GB ROM,Expandable Upto 256 GB,standard battery,3500.0,21,16.0,2,4.1,14.0,7599,6.2,,6.0
623,OPPO,8 GB RAM,128 GB ROM,,standard battery,3500.0,16,,1,,,22999,6.4,,12.0
624,Comio,1.5 GB RAM,16 GB ROM,Expandable Upto 128 GB,standard battery,2500.0,8,5.0,1,3.9,51.0,3964,5.0,,15.0
625,Micromax,1 GB RAM,8 GB ROM,Expandable Upto 32 GB,li-ion battery,2000.0,5,2.0,1,4.0,283.0,5749,5.0,Snapdragon,12.0
626,Realme,4 GB RAM,64 GB ROM,Expandable Upto 256 GB,standard battery,4230.0,15,13.0,2,4.4,16477.0,10499,6.22,Mediatek,
627,POCO,6 GB RAM,64 GB ROM,Expandable Upto 256 GB,li-polymer battery,4000.0,17,20.0,2,4.5,29900.0,19999,6.18,Snapdragon,12.0
628,Panasonic,1 GB RAM,8 GB ROM,Expandable Upto 32 GB,standard battery,2000.0,8,,1,3.7,45.0,4490,5.0,,12.0
629,POCO,6 GB RAM,64 GB ROM,Expandable Upto 256 GB,li-polymer battery,4000.0,17,20.0,2,4.5,29900.0,19999,6.18,Snapdragon,12.0
630,OPPO,3 GB RAM,32 GB ROM,Expandable Upto 256 GB,standard battery,4230.0,15,8.0,2,4.3,336.0,9490,6.2,Mediatek,12.0
631,Gionee,3 GB RAM,16 GB ROM,Expandable Upto 128 GB,li-polymer battery,2400.0,13,5.0,1,3.9,618.0,8600,5.0,Other,12.0
632,ITEL,2 GB RAM,32 GB ROM,,standard battery,2400.0,8,,1,4.1,46.0,4730,5.45,,12.0
633,Micromax,3 GB RAM,16 GB ROM,Expandable Upto 32 GB,li-polymer battery,2500.0,8,5.0,1,3.6,45.0,5299,5.0,Other,12.0
634,Realme,4 GB RAM,64 GB ROM,Expandable Upto 256 GB,standard battery,4230.0,15,13.0,2,4.4,6417.0,10499,6.22,Mediatek,
635,OPPO,4 GB RAM,128 GB ROM,Expandable Upto 256 GB,li-polymer battery,4020.0,18,16.0,2,4.4,71.0,16490,6.53,Mediatek,12.0
636,Redmi,6 GB RAM,128 GB ROM,Expandable Upto 256 GB,li-polymer battery,4000.0,53,13.0,2,4.4,25217.0,13999,6.3,Snapdragon,
637,Redmi,2 GB RAM,32 GB ROM,Expandable Upto 512 GB,standard battery,5000.0,12,8.0,1,4.4,10773.0,6999,6.22,Snapdragon,12.0
638,ZOPO,3 GB RAM,16 GB ROM,,standard battery,2500.0,8,5.0,1,3.6,12.0,4570,5.5,,12.0
639,Black,6 GB RAM,128 GB ROM,,standard battery,4000.0,60,20.0,2,4.4,386.0,31999,6.39,Snapdragon,12.0
640,POCO,6 GB RAM,128 GB ROM,Expandable Upto 256 GB,li-polymer battery,4000.0,17,20.0,2,4.5,29900.0,18999,6.18,Snapdragon,12.0
641,Infinix,3 GB RAM,32 GB ROM,Expandable Upto 128 GB,li-ion polymer battery,3050.0,13,8.0,1,4.0,4013.0,7499,5.45,Mediatek,12.0
642,Gionee,3 GB RAM,32 GB ROM,Expandable Upto 128 GB,li-polymer battery,3100.0,13,5.0,1,3.9,1158.0,5950,5.5,Mediatek,12.0
643,Samsung,4 GB RAM,64 GB ROM,,li-ion battery,4000.0,38,16.0,3,4.3,298.0,18900,6.4,Exynos,12.0
644,Samsung,2 GB RAM,32 GB ROM,Expandable Upto 512 GB,lithium-ion battery,4000.0,15,8.0,2,4.3,165.0,8980,6.2,Mediatek,12.0
645,Itel,1 GB RAM,8 GB ROM,Expandable Upto 32 GB,standard battery,2400.0,13,2.0,2,4.1,31.0,3590,5.45,,12.0
646,Itel,1 GB RAM,8 GB ROM,Expandable Upto 32 GB,standard battery,2400.0,13,2.0,2,4.1,31.0,3590,5.45,,12.0
647,Nokia,3 GB RAM,32 GB ROM,Expandable Upto 128 GB,standard battery,3000.0,16,,1,4.2,3457.0,8999,5.5,Snapdragon,12.0
648,Homtom,3 GB RAM,32 GB ROM,,standard battery,3500.0,13,,1,3.6,56.0,5049,5.5,,36.0
